0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0.00119209	0	0	0	0	0	
0	0.00265241	0	0	0	0	0	
0	-0.0038445	0	0	0	0	0	
0	0.0025034	0	0	0	0	0	
0	0	0	0	0	0	0	
0	0.0013411	0	0.00119209	0	0	0	
0	0.00119209	0	0	0	0	0	
0	0.0013113	0	0	0	0	0	
0	0.0012815	0	0.0026226	0	0	0	
0	0.0038147	0	0.00119209	0	0	0	
0	0.00500679	0	0.00521541	0	0	0	
0	0.0077486	0	0.0064373	0	0	0	
0	0.010401	0	0.0101626	0	0	0	
0	0.0139475	0	0.0128746	0	0	0	
0	0.0178516	0	0.0152588	0	0	0	
0	0.020504	0	0.0216961	0	0	0	
0	0.0255108	0	0.02563	0	0	0	
0	0.0306368	0	0.0318289	0	0	0	
0	0.035882	0	0.0384748	0	0	0	
0	0.0422299	0	0.0458956	0	0	0	
0	0.0473261	0	0.0562668	0	0	0	
0	0.0549257	0	0.0588	0	0	0	
0	0.0562668	0	0.0641048	0	0	0	
0	0.0638962	0	0.0664294	0	0	0	
0	0.0703633	0	0.0714958	0	0	0	
0	0.0728071	0	0.0793934	0	0	0	
0	0.0778437	0	0.0817776	0	0	0	
0	0.0818968	0	0.0868142	0	0	0	
0	0.0882149	0	0.0908375	0	0	0	
0	0.0933409	0	0.0995398	0	0	0	
0	0.094533	0	0.107527	0	0	0	
0	0.0997782	0	0.111222	0	0	0	
0	0.106007	0	0.120163	0	-0.00178814	0	
0	0.107378	0	0.124067	0	0.00178814	0	
0	0.111222	0	0.123858	0	0	0	
0	0.120193	0	0.124127	0	0	0	
0	0.122756	0	0.12517	0	0	0	
0	0.129014	0	0.1266	0	0	0	
0	0.127882	0	0.131726	0	0	0	
0	0.132918	0	0.132769	0	0	0	
0	0.135571	0	0.140786	0	0	0	
0	0.132889	0	0.139266	0	0	0	
0	0.141978	0	0.134081	0	0	0	
0	0.14317	0	0.133157	0	0	0	
0	0.140548	0	0.134259	0	0	0	
0	0.1432	0	0.137925	0	0	0	
0	0.149578	0	0.148267	0	0	0	
0	0.154734	0	0.158548	0	0	0	
0	0.155836	0	0.163555	0	0	0	
0	0.162452	0	0.166208	0	0	0	
0	0.163525	0	0.163764	0	-0.00178814	0	
0	0.171244	0	0.163585	0	0.00178814	0	
0	0.174046	0	0.164717	0	0	0	
0	0.174999	0	0.175357	0	0	0	
0	0.175208	0	0.177503	0	0	0	
0	0.178933	0	0.181586	0	0	0	
0	0.182778	0	0.178933	0	0	0	
0	0.182837	0	0.181526	0	0	0	
0	0.184059	0	0.190496	0	0	0	
0	0.194311	0	0.203282	0	0	0	
0	0.198007	0	0.207037	0	0	0	
0	0.199437	0	0.205785	0	0	0	
0	0.206023	0	0.200719	0	0	0	
0	0.215858	0	0.196964	0	0	0	
0	0.212193	0	0.194281	0	0	0	
0	0.21103	0	0.201941	0	0	0	
0	0.208348	0	0.203282	0	0	0	
0	0.2096	0	0.210881	0	0	0	
0	0.209659	0	0.215888	0	0	0	
0	0.219941	0	0.223845	0	0	0	
0	0.22617	0	0.226289	0	0	0	
0	0.231355	0	0.224948	0	0	0	
0	0.236511	0	0.221223	0	0	0	
0	0.239044	0	0.221133	0	0	0	
0	0.241607	0	0.222325	0	0	0	
0	0.236511	0	0.231534	0	0	0	
0	0.241667	0	0.247926	0	0	0	
0	0.240177	0	0.260711	0	0	0	
0	0.250608	0	0.265956	0	0	0	
0	0.258327	0	0.264674	0	0	0	
0	0.260681	0	0.258088	0	0	0	
0	0.262022	0	0.248164	0	0	0	
0	0.267267	0	0.240088	0	0	0	
0	0.264525	0	0.241786	0	0	0	
0	0.26083	0	0.256896	0	0	0	
0.00127409	0.269651	0	0.269651	0	0	0	
-0.00127409	0.269771	0	0.280023	0	0	0	
0	0.2774	0	0.281185	0	0	0	
0.00127409	0.281245	0	0.276119	0	0	0	
-0.00127409	0.281185	0	0.269741	0	0	0	
0	0.286341	0	0.26834	0	0	0	
0	0.282556	0	0.280052	0	0	0	
0	0.286311	0	0.304222	0	0	0	
0	0.291497	0	0.311971	0	0	0	
0	0.296563	0	0.3196	0	0	0	
0	0.305414	0	0.309318	0	0	0	
0	0.300527	0	0.295281	0	0	0	
0	0.300288	0	0.283718	0	0	0	
0	0.30306	0	0.288874	0	0	0	
0.00127409	0.301689	0	0.297904	0	0	0	
-0.00127409	0.310659	0	0.314444	0	0	0	
0	0.314474	0	0.319749	0	0	0	
0	0.318289	0	0.313014	0	0	0	
0.00127409	0.319481	0	0.309497	0	0	0	
0	0.320911	0	0.316948	0	0	0	
0	0.331074	0	0.329733	0	0	0	
0	0.331014	0	0.349075	0	0	0	
0	0.338942	0	0.350237	0	0	0	
0	0.336051	0	0.342488	0	0	0	
0	0.337452	0	0.326037	0	0	0	
0	0.329852	0	0.322104	0	0	0	
0	0.339985	0	0.329852	0	0	0	
0	0.341296	0	0.348926	0	0	0	
0	0.350356	0	0.354171	0	-0.00178814	0	
0	0.351459	0	0.351429	0	0.00178814	0	
0	0.355452	0	0.350356	0	-0.00178814	0	
0	0.351548	0	0.357985	0	0.00178814	0	
0	0.364304	0	0.366777	0	0	0	
0	0.375748	0	0.37837	0	-0.00178814	0	
0	0.377178	0	0.383526	0	0.00178814	0	
0	0.368148	0	0.368208	0	0	0	
0	0.366926	0	0.375748	0	0	0	
0	0.364274	0	0.372082	0	0	0	
0	0.377208	0	0.377029	0	0	0	
0	0.382066	0	0.383407	0	0	0	
0	0.383466	0	0.373483	0	0	0	
0	0.374556	0	0.387162	0	0	0	
0	0.379711	0	0.397682	0	0	0	
0	0.388622	0	0.400096	0	0	0	
0	0.401378	0	0.401258	0	-0.00178814	0	
0	0.397533	0	0.392556	0	0.00178814	0	
0	0.389963	0	0.391245	0	0	0	
0	0.388622	0	0.408977	0	0	0	
0	0.397444	0	0.409007	0	0	0	
0	0.411719	0	0.402719	0	0	0	
0	0.415355	0	0.396222	0	0	0	
0	0.4116	0	0.410438	0	0	0	
0	0.414282	0	0.424415	0	0	0	
0	0.426859	0	0.433326	0	0	0	
0	0.430822	0	0.416607	0	0	0	
0	0.434637	0	0.406504	0	0	0	
0	0.425726	0	0.42057	0	0	0	
0	0.430822	0	0.4206	0	0	0	
0	0.439614	0	0.426978	0	0	0	
0	0.439763	0	0.411659	0	0	0	
0	0.444919	0	0.415444	0	0	0	
0	0.440955	0	0.448585	0	0	0	
0	0.449985	0	0.452608	0	0	0	
0	0.451207	0	0.474215	0	0	0	
0	0.450015	0	0.442386	0	0	0	
0	0.448704	0	0.439793	0	0	0	
0	0.444889	0	0.451207	0	0	0	
0	0.451207	0	0.452518	0	0	0	
0	0.45383	0	0.449985	0	0	0	
0	0.456333	0	0.453621	0	0	0	
0	0.466496	0	0.462979	0	0	0	
0	0.476927	0	0.481874	0	0	0	
0	0.475556	0	0.483036	0	0	0	
0	0.465244	0	0.474334	0	-0.00178814	0	
0	0.467926	0	0.476837	0	0.00178814	0	
0	0.472873	0	0.480771	0	0	0	
0	0.475526	0	0.480533	0	0	0	
0	0.476867	0	0.476837	0	0	0	
0	0.472993	0	0.477999	0	0	0	
0	0.494719	0	0.487089	0	0	0	
